date,sqft_living,price,bedrooms,bathrooms,price_category
2014-09-18,6240,2950000.0,5,4.75,high_end
2014-09-02,3890,2950000.0,4,3.25,high_end
2015-03-04,4340,2945000.0,5,4.5,high_end
2014-07-11,4575,2920000.0,4,4.75,high_end
2015-03-13,3750,2903000.0,5,2.5,high_end
2015-05-04,5050,2900000.0,4,3.25,high_end
2014-11-13,5190,2900000.0,5,4.0,high_end
2014-09-17,4580,2900000.0,4,3.25,high_end
2014-12-19,5780,2890000.0,4,4.0,high_end
2014-06-11,8670,2888000.0,5,6.25,high_end
2014-09-26,5350,2885000.0,7,3.0,high_end
2014-07-29,5760,2880500.0,4,2.5,high_end
2015-05-01,5040,2850000.0,4,4.0,high_end
2015-04-15,4590,2795000.0,5,3.25,high_end
2014-05-29,4430,2750000.0,4,3.25,high_end
2015-01-12,6300,2750000.0,5,4.0,high_end
2014-12-09,4130,2750000.0,4,4.0,high_end
2014-12-03,6410,2725000.0,4,4.25,high_end
2014-10-03,3990,2720000.0,4,3.25,high_end
2014-06-08,4420,2700000.0,4,3.25,high_end
2014-08-13,4230,2700000.0,5,4.0,high_end
2014-06-24,3831,2700000.0,5,2.75,high_end
2015-01-22,7850,2700000.0,4,4.0,high_end
2014-05-21,5305,2700000.0,5,4.75,high_end
2014-07-09,4290,2680000.0,5,3.0,high_end
2015-03-18,4700,2650000.0,4,3.5,high_end
2015-02-12,4660,2641100.0,5,4.25,high_end
2014-12-08,5540,2630000.0,6,4.75,high_end
2014-12-16,5270,2600000.0,4,4.5,high_end
2015-03-30,3410,2600000.0,3,3.0,high_end
2014-12-05,5540,2575000.0,4,4.25,high_end
2015-04-10,4780,2575000.0,5,3.0,high_end
2014-09-22,3280,2575000.0,4,3.5,high_end
2014-09-23,4475,2574000.0,4,3.75,high_end
2014-05-13,5300,2555000.0,4,2.5,high_end
2014-08-01,4190,2546000.0,4,3.0,high_end
2014-11-24,5410,2544750.0,5,4.75,high_end
2015-04-01,4350,2538000.0,4,3.5,high_end
2015-03-30,3710,2537000.0,4,3.0,high_end
2014-07-18,3730,2535000.0,5,3.25,high_end
2015-03-25,5040,2532000.0,4,4.25,high_end
2014-09-29,6930,2525000.0,4,5.5,high_end
2015-04-07,5480,2510000.0,3,3.25,high_end
2014-12-29,5620,2500000.0,5,3.25,high_end
2014-10-09,4300,2500000.0,4,4.5,high_end
2015-05-05,3960,2500000.0,4,3.25,high_end
2015-04-28,3330,2500000.0,4,4.0,high_end
2015-03-24,3480,2500000.0,4,3.75,high_end
2014-11-11,3440,2485000.0,4,2.5,high_end
2015-05-12,5310,2480000.0,4,5.0,high_end
2015-03-04,6810,2479000.0,5,3.75,high_end
2014-06-17,4340,2475000.0,3,3.25,high_end
2014-06-24,6390,2466350.0,5,4.75,high_end
2014-07-08,6500,2458000.0,4,5.25,high_end
2014-05-29,4730,2453500.0,4,3.5,high_end
2014-09-30,4670,2450000.0,7,4.25,high_end
2014-05-13,5030,2450000.0,4,4.5,high_end
2015-04-17,4250,2450000.0,4,4.25,high_end
2014-05-13,4430,2450000.0,5,4.0,high_end
2015-01-30,7880,2415000.0,5,4.75,high_end
2015-04-28,4600,2408000.0,5,2.5,high_end
2014-05-30,4140,2400000.0,4,3.25,high_end
2014-06-20,5480,2400000.0,6,4.5,high_end
2014-07-28,5860,2400000.0,4,3.5,high_end
2015-03-25,4890,2400000.0,4,4.25,high_end
2014-09-29,3650,2400000.0,4,2.5,high_end
2014-05-09,3000,2400000.0,3,2.25,high_end
2014-06-04,3410,2400000.0,5,3.25,high_end
2014-11-19,4090,2400000.0,4,3.75,high_end
2014-08-13,3800,2395000.0,4,3.25,high_end
2014-11-20,6330,2385000.0,4,4.0,high_end
2014-05-02,3650,2384000.0,5,2.5,high_end
2014-11-19,3220,2375000.0,4,2.5,high_end
2014-07-01,3530,2367000.0,3,2.25,high_end
2014-07-03,5010,2351960.0,4,4.25,high_end
2015-02-25,5550,2350000.0,6,4.25,high_end
2014-09-03,4370,2350000.0,4,2.25,high_end
2015-04-20,4500,2340000.0,4,2.5,high_end
2015-03-26,4420,2328000.0,4,3.5,high_end
2014-07-09,5780,2321000.0,5,4.75,high_end
2015-04-21,5050,2320000.0,4,3.5,high_end
2015-01-30,3370,2300000.0,4,2.5,high_end
2014-08-19,4110,2300000.0,4,3.25,high_end
2014-08-08,5310,2300000.0,7,4.75,high_end
2014-08-05,3280,2300000.0,4,2.5,high_end
2014-07-01,3970,2300000.0,4,4.75,high_end
2014-06-25,4250,2300000.0,4,3.25,high_end
2015-04-17,4360,2300000.0,4,4.0,high_end
2015-02-18,4070,2298000.0,4,4.25,high_end
2014-07-02,4080,2288000.0,4,2.5,high_end
2014-05-05,13540,2280000.0,7,8.0,high_end
2014-07-02,4040,2271150.0,4,3.25,high_end
2015-02-09,3110,2260000.0,3,3.5,high_end
2015-04-21,3410,2250000.0,5,5.25,high_end
2014-10-29,4440,2250000.0,4,3.5,high_end
2015-03-26,4040,2250000.0,3,3.0,high_end
2014-08-06,3890,2250000.0,3,3.25,high_end
2014-06-12,4860,2250000.0,5,4.25,high_end
2014-11-14,4760,2250000.0,4,2.25,high_end
2015-04-01,5180,2250000.0,4,3.25,high_end
2015-02-04,3420,2250000.0,3,2.5,high_end
2014-07-25,5150,2250000.0,3,4.25,high_end
2014-05-09,7270,2238890.0,5,6.5,high_end
2014-10-08,3760,2230000.0,3,3.5,high_end
2014-07-25,3620,2230000.0,3,3.0,high_end
2015-03-23,4700,2225000.0,4,4.25,high_end
2015-03-04,4200,2225000.0,3,4.0,high_end
2015-01-27,3450,2225000.0,3,3.0,high_end
2015-04-29,3430,2205000.0,3,2.5,high_end
2015-05-11,4640,2200000.0,5,4.25,high_end
2014-06-19,5990,2200000.0,5,4.75,high_end
2015-03-11,5840,2200000.0,5,4.5,high_end
2014-12-03,3540,2200000.0,4,3.0,high_end
2015-01-08,5840,2200000.0,5,4.0,high_end
2014-12-23,3790,2200000.0,4,3.75,high_end
2014-08-25,3570,2200000.0,3,2.0,high_end
2014-10-27,4250,2196000.0,4,3.25,high_end
2014-08-12,5210,2195000.0,5,3.25,high_end
2014-12-09,3360,2193000.0,3,2.25,high_end
2014-08-12,4240,2187730.0,4,4.5,high_end
2014-07-08,4710,2180000.0,6,2.75,high_end
2014-12-08,4750,2175000.0,4,3.0,high_end
2014-08-20,3080,2160000.0,3,3.5,high_end
2015-03-18,3840,2152500.0,4,3.25,high_end
2014-10-07,4340,2150000.0,8,6.0,high_end
2015-01-05,3470,2150000.0,3,2.75,high_end
2014-05-22,5060,2150000.0,4,5.5,high_end
2014-07-02,4660,2147500.0,3,3.5,high_end
2014-11-25,5150,2140000.0,4,3.75,high_end
2015-03-04,5110,2140000.0,6,4.0,high_end
2014-08-21,3860,2135000.0,4,3.25,high_end
2014-11-26,3190,2125000.0,4,2.75,high_end
2015-02-18,5403,2125000.0,3,2.5,high_end
2014-06-20,3230,2110000.0,3,2.25,high_end
2014-05-15,3550,2100000.0,4,1.75,high_end
2014-05-19,5340,2095000.0,5,3.75,high_end
2014-06-23,4230,2075000.0,4,3.5,high_end
2014-06-30,4350,2065000.0,4,3.75,high_end
2015-01-15,3580,2050000.0,4,3.25,high_end
2015-05-13,3830,2050000.0,5,3.0,high_end
2014-11-06,4280,2050000.0,4,3.0,high_end
2015-03-24,4690,2048000.0,5,4.0,high_end
2014-06-17,4100,2027000.0,4,3.75,high_end
2014-06-04,3810,2005000.0,6,4.5,high_end
2014-05-28,4260,2000000.0,4,3.0,high_end
2014-08-26,3050,2000000.0,3,2.75,high_end
2015-03-02,2870,2000000.0,4,3.75,high_end
2014-11-10,2610,2000000.0,3,3.25,high_end
2014-05-16,6490,2000000.0,5,4.25,high_end
2014-05-24,4580,2000000.0,5,4.0,high_end
2015-04-22,3490,2000000.0,3,2.5,high_end
2015-05-08,5640,1999950.0,4,3.25,high_end
2015-05-01,3910,1999000.0,4,3.25,high_end
2015-03-20,3900,1998000.0,2,2.5,high_end
2014-06-26,4480,1990000.0,5,3.0,high_end
2014-06-11,2880,1989000.0,3,2.5,high_end
2014-12-01,5230,1987500.0,5,3.5,high_end
2015-02-25,4500,1980000.0,4,3.5,high_end
2014-08-01,4360,1980000.0,4,4.0,high_end
2014-07-10,4800,1975000.0,6,4.5,high_end
2014-05-28,4440,1970000.0,8,3.5,high_end
2014-06-02,4370,1965220.0,4,3.5,high_end
2015-02-26,3940,1965000.0,5,3.75,high_end
2015-04-22,4430,1960000.0,4,4.0,high_end
2014-10-15,6200,1959000.0,5,4.5,high_end
2015-04-21,3120,1955000.0,4,2.75,high_end
2015-02-13,3330,1955000.0,3,1.75,high_end
2014-07-25,4065,1950000.0,4,3.5,high_end
2015-01-12,7420,1950000.0,4,3.25,high_end
2015-04-08,3440,1950000.0,4,2.5,high_end
2014-06-20,4640,1950000.0,7,3.5,high_end
2014-10-14,2510,1950000.0,3,2.5,high_end
2015-03-05,4150,1950000.0,4,3.75,high_end
2015-01-16,4020,1950000.0,4,2.75,high_end
2014-12-30,4690,1945000.0,4,4.0,high_end
2015-03-13,3120,1940000.0,5,2.25,high_end
2015-02-09,7220,1940000.0,4,5.75,high_end
2015-04-15,4230,1940000.0,5,3.5,high_end
2014-10-01,4280,1928000.0,4,3.25,high_end
2014-06-30,4830,1925000.0,5,4.25,high_end
2014-12-05,3950,1925000.0,3,4.5,high_end
2015-03-31,3600,1925000.0,4,3.75,high_end
2015-01-30,7730,1920000.0,5,5.75,high_end
2014-06-16,3070,1920000.0,4,2.5,high_end
2014-07-10,4460,1910000.0,4,3.0,high_end
2015-02-12,4210,1905000.0,4,3.5,high_end
2014-06-04,2660,1901000.0,3,2.5,high_end
2015-03-25,3020,1900000.0,4,2.25,high_end
2015-05-05,5160,1900000.0,5,4.5,high_end
2014-10-16,4280,1900000.0,4,2.75,high_end
2015-02-18,3070,1900000.0,4,2.5,high_end
2014-07-31,3680,1900000.0,4,2.5,high_end
2014-07-24,3020,1900000.0,6,4.0,high_end
2014-09-12,6510,1900000.0,5,4.25,high_end
2015-04-15,3150,1900000.0,3,3.75,high_end
2014-12-16,5080,1900000.0,4,3.25,high_end
2014-06-09,4130,1900000.0,4,3.25,high_end
2014-09-11,3690,1899000.0,2,2.75,high_end
2015-03-17,2830,1898000.0,3,2.5,high_end
2015-01-15,4020,1898000.0,4,4.5,high_end
2014-05-13,3120,1895000.0,5,2.25,high_end
2014-12-01,4285,1890000.0,4,4.25,high_end
2014-05-30,4180,1886700.0,5,3.5,high_end
2015-01-13,4410,1881580.0,5,3.5,high_end
2014-05-14,3260,1880000.0,4,2.75,high_end
2014-11-06,2620,1880000.0,3,2.75,high_end
2014-08-06,4390,1880000.0,5,3.5,high_end
2014-07-03,3930,1875000.0,4,3.25,high_end
2014-12-22,4110,1875000.0,5,3.25,high_end
2014-09-02,5810,1875000.0,4,5.0,high_end
2014-09-16,3280,1875000.0,3,2.5,high_end
2014-05-06,4510,1870000.0,5,4.0,high_end
2015-02-27,3790,1865000.0,4,3.75,high_end
2015-03-06,2950,1865000.0,4,2.5,high_end
2014-09-11,4460,1865000.0,6,2.75,high_end
2014-07-29,5240,1862000.0,4,5.25,high_end
2014-10-15,5570,1855000.0,5,3.25,high_end
2015-04-17,4120,1851000.0,4,2.5,high_end
2015-04-15,3830,1850000.0,4,2.5,high_end
2014-09-11,2910,1850000.0,4,3.25,high_end
2014-10-18,3680,1850000.0,5,3.25,high_end
2014-08-14,2800,1850000.0,5,2.25,high_end
2014-11-05,3480,1850000.0,4,3.25,high_end
2015-05-06,4160,1850000.0,4,3.25,high_end
2015-03-25,4140,1839900.0,4,3.25,high_end
2015-01-27,4870,1835000.0,4,3.5,high_end
2014-10-21,4500,1830000.0,4,4.25,high_end
2014-08-15,6030,1825000.0,3,3.75,high_end
2015-04-24,3330,1824100.0,3,2.25,high_end
2014-10-09,6380,1822500.0,4,4.5,high_end
2014-06-27,6640,1820000.0,4,4.5,high_end
2014-06-19,3880,1815000.0,5,3.0,high_end
2014-11-21,4510,1815000.0,4,4.5,high_end
2015-04-14,2910,1810000.0,3,2.25,high_end
2015-03-02,4250,1810000.0,5,2.5,high_end
2015-03-12,3780,1810000.0,3,3.5,high_end
2015-03-31,3890,1802750.0,5,3.25,high_end
2014-07-21,3320,1800000.0,4,2.5,high_end
2014-05-20,4460,1800000.0,4,3.5,high_end
2014-12-09,4320,1800000.0,5,3.75,high_end
2015-04-07,3480,1800000.0,4,3.5,high_end
2015-01-23,6370,1800000.0,4,3.5,high_end
2015-03-26,5290,1800000.0,3,3.25,high_end
2015-03-06,2790,1800000.0,3,3.0,high_end
2014-05-06,4490,1800000.0,5,5.0,high_end
2014-06-05,4400,1800000.0,5,4.5,high_end
2014-12-19,3930,1799000.0,4,3.5,high_end
2014-05-27,4060,1795000.0,4,3.25,high_end
2014-06-10,5270,1795000.0,5,3.25,high_end
2014-12-11,2880,1795000.0,5,2.75,high_end
2015-02-25,4360,1789950.0,5,3.75,high_end
2014-10-30,5490,1785000.0,4,3.5,high_end
2014-10-10,4890,1780000.0,4,3.25,high_end
2015-04-29,3950,1780000.0,4,3.25,high_end
2014-08-08,3230,1776000.0,3,3.25,high_end
2014-10-14,4320,1775000.0,3,2.25,high_end
2015-01-07,3730,1775000.0,4,3.25,high_end
2015-03-04,2580,1770000.0,3,2.5,high_end
2014-09-15,5440,1769000.0,4,3.5,high_end
2014-09-23,3980,1765000.0,4,3.25,high_end
2014-08-21,3060,1762000.0,3,2.25,high_end
2014-08-11,6055,1760000.0,4,5.0,high_end
2014-07-03,2360,1755000.0,3,2.0,high_end
2015-01-28,3860,1755000.0,4,4.0,high_end
2014-11-01,3560,1750000.0,4,2.75,high_end
2015-02-02,5860,1750000.0,6,4.25,high_end
2014-08-19,3460,1750000.0,4,3.25,high_end
2014-05-08,3510,1750000.0,6,3.0,high_end
2014-09-24,3845,1750000.0,4,3.5,high_end
2014-07-14,4650,1750000.0,4,4.5,high_end
2014-10-02,5790,1750000.0,5,3.25,high_end
2014-07-25,3910,1749000.0,4,2.5,high_end
2015-03-05,3930,1740000.0,5,3.25,high_end
2014-05-20,3300,1740000.0,4,3.75,high_end
2014-07-05,2920,1738000.0,4,2.25,high_end
2014-06-13,4310,1735000.0,3,2.5,high_end
2014-06-16,3040,1735000.0,4,2.25,high_end
2014-10-17,4010,1735000.0,4,3.5,high_end
2014-12-03,4870,1735000.0,5,3.5,high_end
2014-06-30,5000,1730000.0,5,3.5,high_end
2014-11-26,4440,1730000.0,4,3.5,high_end
2014-06-17,3700,1728000.0,4,3.0,high_end
2014-07-14,3470,1727000.0,4,2.25,high_end
2014-07-25,4590,1720000.0,5,4.0,high_end
2014-07-24,4490,1715000.0,4,3.75,high_end
2014-12-23,3070,1715000.0,4,2.5,high_end
2015-03-09,2660,1712750.0,5,2.5,high_end
2014-06-16,2940,1712500.0,3,3.25,high_end
2014-05-27,4590,1710000.0,5,4.5,high_end
2015-04-14,2490,1705000.0,3,3.0,high_end
2014-12-03,4290,1705000.0,5,3.0,high_end
2014-05-09,5190,1702500.0,5,4.5,high_end
2014-12-30,4930,1700000.0,5,5.0,high_end
2014-06-23,2810,1700000.0,3,2.75,high_end
2015-04-15,3190,1700000.0,4,3.75,high_end
2015-01-30,3830,1700000.0,4,3.5,high_end
2015-03-10,3810,1700000.0,5,2.75,high_end
2014-10-27,2500,1700000.0,5,2.0,high_end
2014-08-08,4330,1700000.0,4,3.5,high_end
2014-06-25,5850,1700000.0,5,3.5,high_end
2015-03-12,4070,1700000.0,4,3.5,high_end
2014-10-29,3320,1699990.0,4,3.75,high_end
2014-08-14,4160,1699000.0,3,3.25,high_end
2014-09-22,3860,1698890.0,4,4.5,high_end
2014-08-26,3600,1698000.0,4,3.0,high_end
2015-03-10,3950,1698000.0,4,3.5,high_end
2015-01-05,2600,1697000.0,3,2.0,high_end
2014-07-30,3940,1695000.0,5,4.75,high_end
2014-06-13,3170,1695000.0,2,2.25,high_end
2014-07-01,3770,1695000.0,4,2.75,high_end
2015-02-09,3910,1695000.0,3,4.0,high_end
2015-05-14,3320,1695000.0,5,3.0,high_end
2014-10-03,4020,1691000.0,4,3.5,high_end
2014-05-20,3400,1690000.0,3,1.75,high_end
2014-10-01,5290,1690000.0,3,3.25,high_end
2014-06-12,3000,1688000.0,4,2.5,high_end
2015-01-13,5000,1688000.0,4,4.0,high_end
2014-07-09,4830,1681000.0,5,5.25,high_end
2014-05-13,4860,1680000.0,5,3.25,high_end
2015-01-26,5770,1680000.0,6,4.75,high_end
2014-05-24,5584,1680000.0,4,4.25,high_end
2014-11-25,7620,1680000.0,4,3.75,high_end
2015-03-02,4090,1680000.0,3,2.5,high_end
2014-10-01,5170,1680000.0,5,3.5,high_end
2014-09-04,4490,1680000.0,4,3.75,high_end
2014-11-20,4830,1679000.0,5,4.25,high_end
2015-03-17,4560,1675000.0,5,3.25,high_end
2014-07-08,3490,1675000.0,3,2.5,high_end
2014-09-09,4790,1675000.0,4,4.75,high_end
2014-11-07,4910,1675000.0,6,2.25,high_end
2015-04-20,4320,1670000.0,5,3.5,high_end
2014-07-20,3450,1665000.0,4,3.75,high_end
2014-10-15,3520,1662000.0,4,2.75,high_end
2014-10-15,4240,1660000.0,4,3.25,high_end
2015-05-05,3530,1655000.0,4,2.25,high_end
2014-05-27,3080,1655000.0,4,3.5,high_end
2015-04-08,3640,1651000.0,4,3.25,high_end
2014-08-27,4285,1650000.0,4,3.5,high_end
2014-07-11,4040,1650000.0,8,2.75,high_end
2015-02-11,3900,1650000.0,4,3.0,high_end
2015-03-02,2690,1650000.0,3,2.75,high_end
2015-01-09,3910,1650000.0,4,3.25,high_end
2015-02-09,2780,1650000.0,4,2.5,high_end
2014-07-31,3190,1650000.0,4,2.75,high_end
2014-08-29,2920,1650000.0,4,2.25,high_end
2014-11-22,2750,1650000.0,3,2.25,high_end
2015-05-01,5550,1650000.0,4,4.5,high_end
2015-03-05,3310,1650000.0,5,4.0,high_end
2015-01-05,3920,1650000.0,4,3.25,high_end
2015-04-01,4200,1650000.0,4,3.25,high_end
2014-08-12,4610,1648000.0,4,3.5,high_end
2014-11-21,4010,1646000.0,6,3.5,high_end
2015-04-13,4780,1640000.0,5,4.0,high_end
2014-07-01,3140,1640000.0,3,3.25,high_end
2014-12-01,4660,1637500.0,3,3.5,high_end
2014-07-07,3110,1636000.0,3,2.5,high_end
2014-06-09,4220,1635000.0,5,3.5,high_end
2015-01-06,3090,1629000.0,5,2.5,high_end
2015-02-12,4410,1625000.0,4,3.75,high_end
2014-07-03,2980,1625000.0,4,3.25,high_end
2015-01-08,3490,1620500.0,3,2.5,high_end
2014-06-27,3900,1620000.0,4,3.0,high_end
2014-08-26,3820,1620000.0,4,3.25,high_end
2015-05-13,2350,1620000.0,4,2.25,high_end
2014-12-18,3490,1620000.0,3,3.5,high_end
2014-10-06,4250,1615000.0,4,3.25,high_end
2014-07-10,5470,1612500.0,4,2.75,high_end
2014-11-08,3530,1610000.0,5,3.75,high_end
2014-08-28,6085,1610000.0,5,4.5,high_end
2014-05-23,4390,1610000.0,4,3.5,high_end
2014-11-26,4270,1610000.0,4,2.75,high_end
2015-04-10,3920,1605000.0,4,3.5,high_end
2015-04-01,4320,1600000.0,5,3.25,high_end
2015-01-28,2850,1600000.0,3,2.5,high_end
2014-05-27,3790,1600000.0,3,3.25,high_end
2014-06-06,4280,1600000.0,4,3.5,high_end
2014-11-13,3370,1600000.0,3,2.25,high_end
2014-06-28,2820,1600000.0,3,4.25,high_end
2015-03-16,4050,1600000.0,5,3.5,high_end
2014-06-18,6050,1600000.0,6,5.0,high_end
2015-02-17,3890,1600000.0,4,3.5,high_end
2014-10-01,3680,1600000.0,4,2.75,high_end
2014-05-22,3160,1600000.0,3,2.5,high_end
2014-12-09,4060,1600000.0,4,3.5,high_end
2014-07-15,3170,1600000.0,3,2.25,high_end
2014-09-26,3570,1600000.0,5,3.75,high_end
2015-02-09,3040,1600000.0,3,2.75,high_end
2015-04-03,2940,1600000.0,4,2.25,high_end
2015-04-24,3100,1600000.0,5,2.5,high_end
2015-04-15,6530,1600000.0,4,5.5,high_end
2014-10-03,5130,1599950.0,5,4.5,high_end
2015-02-04,3780,1598890.0,4,4.5,high_end
2014-08-01,4270,1598000.0,5,3.75,high_end
2015-04-03,4645,1595000.0,4,4.25,high_end
2014-06-01,3640,1595000.0,5,3.0,high_end
2014-09-17,2980,1595000.0,4,2.5,high_end
2015-01-16,3240,1590000.0,4,2.25,high_end
2015-04-24,5610,1583000.0,4,4.0,high_end
2015-04-28,3980,1582500.0,4,2.5,high_end
2014-05-06,3760,1580000.0,4,3.25,high_end
2014-05-21,3690,1580000.0,3,3.25,high_end
2014-06-23,4570,1580000.0,4,2.5,high_end
2015-03-17,3120,1580000.0,4,2.75,high_end
2015-03-27,2900,1580000.0,4,2.5,high_end
2015-05-08,3480,1580000.0,4,2.75,high_end
2014-08-08,4670,1578000.0,4,3.25,high_end
2015-04-21,3410,1575000.0,4,3.25,high_end
2015-01-27,3810,1575000.0,4,3.75,high_end
2014-09-05,4220,1575000.0,5,3.75,high_end
2014-11-17,2610,1575000.0,3,3.0,high_end
2014-10-28,3620,1575000.0,3,2.0,high_end
2014-05-12,3650,1575000.0,5,2.75,high_end
2014-12-13,5830,1575000.0,4,3.5,high_end
2014-07-08,2890,1570000.0,4,2.25,high_end
2014-11-10,6070,1570000.0,5,4.5,high_end
2014-05-27,3070,1570000.0,4,3.75,high_end
2015-02-03,5620,1569500.0,5,4.5,high_end
2015-01-02,2340,1568000.0,3,2.75,high_end
2014-07-01,2970,1565000.0,4,2.75,high_end
2014-08-19,2810,1565000.0,4,2.75,high_end
2014-12-17,2190,1565000.0,3,1.75,high_end
2014-11-18,5220,1565000.0,5,4.5,high_end
2015-04-07,5370,1565000.0,4,3.5,high_end
2015-05-01,3730,1564350.0,4,3.75,high_end
2015-03-03,3630,1563100.0,5,3.5,high_end
2014-10-23,3910,1562000.0,5,3.0,high_end
2015-04-07,2700,1557600.0,4,2.5,high_end
2014-11-26,2870,1555000.0,5,2.5,high_end
2014-06-17,4360,1555000.0,3,3.5,high_end
2015-04-23,3530,1550000.0,3,3.25,high_end
2015-02-26,2450,1550000.0,5,2.5,high_end
2014-07-10,6070,1550000.0,5,4.25,high_end
2014-05-21,4460,1550000.0,3,2.5,high_end
2014-10-17,2950,1550000.0,2,2.25,high_end
2015-02-06,5120,1550000.0,3,4.0,high_end
2015-04-22,5280,1550000.0,4,4.0,high_end
2015-03-17,3260,1550000.0,4,3.5,high_end
2014-05-13,3370,1550000.0,5,3.25,high_end
2015-04-30,2640,1545000.0,4,2.25,high_end
2014-09-27,4910,1544500.0,4,2.75,high_end
2015-05-07,2920,1540000.0,5,3.25,high_end
2014-06-17,2880,1538000.0,3,2.25,high_end
2014-10-15,4470,1537000.0,5,3.75,high_end
2014-12-30,2850,1535000.0,4,3.25,high_end
2014-11-14,5770,1535000.0,4,4.5,high_end
2014-05-07,4270,1532500.0,5,4.5,high_end
2014-09-18,4250,1530000.0,4,2.25,high_end
2014-06-19,3620,1525000.0,4,3.25,high_end
2015-04-02,4720,1525000.0,4,4.25,high_end
2015-02-10,5850,1525000.0,4,3.75,high_end
2014-08-22,5990,1525000.0,4,3.5,high_end
2014-07-14,5930,1520000.0,5,3.5,high_end
2014-12-01,3720,1520000.0,6,3.5,high_end
2014-07-14,3650,1518630.0,4,4.25,high_end
2014-08-11,2610,1517000.0,3,2.25,high_end
2014-11-03,4500,1515000.0,4,4.0,high_end
2014-10-09,4010,1511250.0,3,2.5,high_end
2014-06-30,4390,1510000.0,5,3.25,high_end
2014-05-21,3660,1506000.0,4,3.25,high_end
2015-02-21,3300,1505000.0,5,3.0,high_end
2015-03-22,3180,1505000.0,2,2.5,high_end
2014-06-01,3480,1505000.0,4,3.5,high_end
2014-10-28,3530,1500000.0,3,3.5,high_end
2015-03-10,3110,1500000.0,3,3.0,high_end
2014-08-15,4370,1500000.0,5,3.5,high_end
2014-05-08,2430,1500000.0,3,1.75,high_end
2015-03-19,2590,1500000.0,5,3.25,high_end
2014-05-07,3560,1500000.0,6,2.5,high_end
2015-04-28,3670,1500000.0,6,3.5,high_end
2014-11-06,5550,1500000.0,4,4.25,high_end
2015-02-11,1910,1500000.0,3,1.5,high_end
2015-04-21,3470,1500000.0,4,3.25,high_end
2014-08-20,6550,1500000.0,4,5.5,high_end
2014-09-09,5020,1500000.0,4,4.25,high_end
2015-03-03,3520,1500000.0,5,3.5,high_end
2014-12-12,3860,1500000.0,4,3.25,high_end
2014-09-05,3990,1500000.0,3,3.25,high_end
2014-12-16,2930,1500000.0,4,2.75,high_end
2014-07-11,4410,1500000.0,4,3.5,high_end
2014-11-26,3770,1495000.0,4,3.75,high_end
2014-10-22,3070,1495000.0,4,3.25,high_end
2015-01-29,2420,1490000.0,4,2.5,high_end
